ID,category,amount,gender,zip,lat,long,city_pop,job,merch_lat,merch_long,is_fraud
272,kids_pets,49.52,M,37132,35.8596,-86.421,158701,"Journalist, newspaper",35.655274,-86.02149,0
273,misc_net,3.51,M,7750,40.333,-73.9809,3279,Health promotion specialist,41.079086,-73.37041,0
274,grocery_pos,82.47,M,48371,42.8223,-83.2829,24840,Agricultural consultant,43.149335,-83.37152,0
275,grocery_pos,186.29,F,31605,30.946,-83.2474,94325,Educational psychologist,31.061082,-83.210996,0
276,misc_net,1.37,F,75858,31.3833,-95.0619,43,"Engineer, production",31.200507,-95.527849,0
277,gas_transport,95.29,M,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",35.289829,-91.991358,0
278,home,120.54,F,16329,41.8117,-79.2643,528,Chief Marketing Officer,42.469465,-79.170041,0
279,kids_pets,6.75,F,64630,40.029,-93.1607,602,Cytogeneticist,40.679772,-92.313092,0
280,shopping_net,1.57,M,37754,36.115,-84.0438,4729,"Geologist, wellsite",35.440389,-83.586979,0
281,entertainment,85.88,M,59871,45.8433,-113.8748,218,"Therapist, horticultural",45.216458,-114.022559,0
282,health_fitness,75.06,F,16048,41.0472,-79.8089,139,Patent attorney,41.349324,-79.350809,0
283,grocery_pos,91.67,M,10504,41.136,-73.7009,7987,Television/film/video producer,41.467521,-74.427661,0
284,kids_pets,67.09,M,16314,41.5205,-80.0573,5507,Retail merchandiser,41.727795,-80.984783,0
285,food_dining,1.32,F,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",41.225771,-75.50472,0
286,home,28.3,F,76678,31.6591,-96.8094,263,Barrister,32.008619,-96.899421,0
287,entertainment,432.19,M,16314,41.5205,-80.0573,5507,Retail merchandiser,40.725168,-79.843808,0
288,shopping_net,96.06,M,64659,39.7795,-93.3014,964,Tourist information centre manager,39.22608,-94.05238,0
289,grocery_pos,36.78,M,76008,32.7004,-97.6039,13602,Optometrist,32.210293,-98.362175,0
290,health_fitness,114.44,M,21524,39.6967,-78.8031,626,Energy engineer,40.260608,-78.506136,0
291,shopping_pos,3.39,F,73559,34.7032,-98.9591,540,Research scientist (life sciences),34.636614,-98.995432,0
292,grocery_pos,92.47,M,56152,44.2378,-95.2739,1507,Land/geomatics surveyor,43.638687,-94.830813,0
293,health_fitness,22.05,M,77566,29.0393,-95.4401,28739,Futures trader,28.422286,-96.096778,0
294,home,56.2,M,35811,34.7789,-86.5438,190178,Television production assistant,34.236734,-85.957918,0
295,grocery_pos,91.74,F,20776,38.8582,-76.6145,3289,Quantity surveyor,38.019022,-76.79487,0
296,misc_net,2.56,M,59714,45.7801,-111.1439,18182,"Engineer, drilling",46.678705,-111.633273,0
297,shopping_net,4.62,M,12466,41.8948,-73.9767,2471,Heritage manager,42.640936,-74.595925,0
298,shopping_net,13.34,F,33967,26.4722,-81.8122,224256,Paramedic,26.541227,-80.868092,0
299,travel,26544.12,M,29436,33.3364,-80.1859,4471,Occupational hygienist,33.020256,-80.125607,0
300,grocery_net,46.28,F,82063,41.0539,-106.0763,100,Public librarian,40.206735,-106.506368,0
301,entertainment,43.18,F,80120,39.5994,-105.0044,320420,Water engineer,39.616872,-104.26391,0
302,misc_pos,63.8,F,74131,36.0557,-96.0602,413574,"Teacher, special educational needs",35.10674,-95.614991,0
303,kids_pets,25.51,M,96037,41.5403,-122.9366,308,Call centre manager,40.811418,-123.024992,0
304,home,128.86,F,64114,38.9621,-94.5959,545147,Counsellor,38.694109,-94.993833,0
305,misc_net,4.68,M,33956,26.529,-82.0916,3776,Sport and exercise psychologist,26.304185,-82.96748,0
306,gas_transport,96.79,F,99323,46.1966,-118.9017,3684,Musician,45.922297,-118.984882,0
307,shopping_net,6.5,M,88325,32.9396,-105.8189,899,Naval architect,32.354795,-105.089302,0
308,food_dining,52.88,F,74130,36.2395,-95.9596,413574,Bookseller,36.785523,-95.708633,0
309,misc_net,11.36,F,38079,36.3846,-89.4649,5577,Geochemist,35.708738,-89.335326,0
310,health_fitness,393.74,F,45307,39.5756,-83.7153,338,Quantity surveyor,38.806704,-84.5114,0
311,shopping_pos,417.56,F,37663,36.4715,-82.4834,87124,Warden/ranger,35.921817,-82.507423,0
312,misc_pos,35.31,M,23303,37.9073,-75.5089,741,"Geologist, engineering",38.481044,-75.827862,0
313,entertainment,89.88,F,68638,41.366,-98.0054,1749,"Surveyor, mining",41.979775,-97.611316,0
314,shopping_pos,3.16,F,29911,32.9413,-81.1807,1725,Social researcher,32.815455,-81.681399,0
315,health_fitness,65.58,F,14120,43.0498,-78.851,45100,Ambulance person,43.600075,-77.927074,0
316,entertainment,79.62,M,46322,41.55,-87.4569,23727,Community arts worker,41.88253,-86.931381,0
317,kids_pets,25.52,F,31305,31.3826,-81.4312,5989,Tax adviser,30.74667,-80.568477,0
318,home,325.85,F,21872,38.4121,-75.2811,718,Regulatory affairs officer,37.98552,-74.431757,0
319,health_fitness,25.33,M,16858,41.0001,-78.2357,3688,Advice worker,40.762493,-78.65737,0
320,travel,9.33,F,26292,39.1505,-79.503,836,Forensic psychologist,40.003736,-78.774895,0
321,health_fitness,21.48,M,40077,38.4921,-85.4524,564,Pensions consultant,39.301653,-86.39312,0
322,misc_net,21.13,F,15432,40.1151,-79.8627,427,Mining engineer,40.486135,-79.862388,0
323,health_fitness,26.54,M,77566,29.0393,-95.4401,28739,Futures trader,29.488639,-96.186549,0
324,health_fitness,21.55,F,67851,37.9931,-100.9893,2691,Arboriculturist,37.309708,-100.168267,1
325,health_fitness,92.9,F,28073,35.1836,-81.4552,5621,Toxicologist,34.865698,-81.639798,0
326,gas_transport,67.35,M,4210,44.0948,-70.239,23045,Tourist information centre manager,44.495784,-70.051369,0
327,travel,9.11,F,29438,32.5486,-80.307,2408,"Sales professional, IT",33.233527,-79.723825,0
328,entertainment,82.73,M,17088,40.3087,-76.2963,823,Gaffer,39.523458,-75.86732,0
329,misc_net,23.95,F,12986,44.232,-74.4905,6120,Chartered loss adjuster,43.626532,-74.788329,0
330,personal_care,78.95,F,24970,37.7418,-80.4626,4575,Statistician,37.63076,-79.495487,0
331,food_dining,4.28,M,40077,38.4921,-85.4524,564,Pensions consultant,37.765561,-85.996073,0
332,grocery_pos,138.42,F,98238,48.34,-122.3456,85,"Research officer, political party",48.526158,-122.827324,0
333,health_fitness,84.27,F,97492,43.7575,-122.481,597,Forensic psychologist,43.598512,-123.13004,0
334,grocery_net,90.81,F,13647,44.6087,-74.9732,69,Chief Executive Officer,44.265204,-74.267684,0
335,gas_transport,47.97,F,24070,37.3696,-80.1284,1363,Equality and diversity officer,38.249677,-79.30733,0
336,personal_care,11.24,F,56549,46.9777,-96.4092,4508,Naval architect,47.12664,-95.751081,0
337,grocery_net,55.77,F,24970,37.7418,-80.4626,4575,Statistician,36.820458,-79.54112,0
338,entertainment,10.01,M,95827,38.5662,-121.3286,757530,Magazine features editor,39.472211,-122.210776,0
339,misc_pos,5.01,F,56549,46.9777,-96.4092,4508,Naval architect,46.151179,-97.307299,0
340,kids_pets,98.47,F,75452,33.4044,-96.2238,4090,Sub,33.182942,-95.369524,0
341,gas_transport,36.92,F,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",47.398221,-101.395605,0
342,health_fitness,75.93,M,15056,40.5662,-80.2099,1140,"Administrator, education",39.807603,-80.70739,0
343,personal_care,35.46,F,31547,30.7906,-81.5607,1293,Naval architect,30.449795,-80.863579,0
344,shopping_pos,3.17,F,58569,46.1838,-101.2589,77,Film/video editor,46.96943,-101.050579,0
345,misc_net,132.88,F,53129,42.9373,-87.9943,13973,Logistics and distribution manager,43.263967,-88.708443,0
346,gas_transport,68.53,M,24927,38.388,-79.9906,365,Special effects artist,37.710334,-79.975955,0
347,grocery_net,70.73,F,39073,32.153,-90.1217,19685,Fine artist,31.532915,-90.729471,0
348,gas_transport,70.4,M,55046,44.4477,-93.4252,5211,Chief Strategy Officer,43.835567,-94.010615,0
349,home,74.17,M,68869,41.0233,-98.9041,2202,"Solicitor, Scotland",41.589851,-99.766084,0
350,kids_pets,56.33,F,13367,43.7893,-75.4156,8830,Theme park manager,42.912787,-76.12731,0
351,personal_care,2.02,F,66618,39.1329,-95.7023,163415,Secondary school teacher,39.004763,-95.091258,0
352,misc_net,248.93,F,42273,37.2048,-86.8592,443,"Development worker, international aid",37.907532,-86.360476,0
353,kids_pets,44.15,F,74130,36.2395,-95.9596,413574,Bookseller,35.497097,-96.30633,0
354,home,73.68,F,58275,47.7068,-97.2092,733,Visual merchandiser,48.347205,-97.429983,0
355,shopping_pos,4.92,M,50314,41.603,-93.633,222785,Interior and spatial designer,42.514167,-93.998312,0
356,food_dining,2.12,F,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",40.0774,-75.802376,0
357,misc_net,2.81,F,38778,33.5567,-90.5451,1686,"Education officer, community",34.335588,-91.315847,0
358,gas_transport,65,M,95842,38.6865,-121.3494,757530,Soil scientist,39.112591,-120.787343,0
359,kids_pets,6.02,F,11978,40.8295,-72.6473,3255,Financial trader,41.482889,-73.183372,0
360,shopping_net,8.68,F,20687,38.0828,-76.3477,313,Insurance underwriter,37.387377,-77.253993,0
361,shopping_net,22.02,M,70726,30.459,-90.9027,71335,Herbalist,30.315743,-90.338214,0
362,kids_pets,2.64,F,45622,39.3543,-82.503,321,"Copywriter, advertising",39.909538,-82.95959,0
363,home,79.51,M,31567,31.6143,-82.7243,782,Audiological scientist,32.18899,-82.597492,0
364,personal_care,27.03,M,7022,40.817,-74,13835,"Programmer, multimedia",41.707351,-73.083072,0
365,food_dining,74.56,F,64630,40.029,-93.1607,602,Cytogeneticist,39.757213,-92.380438,0
366,food_dining,96.58,M,49632,44.2529,-85.017,1126,Furniture designer,43.804137,-85.046487,0
367,misc_net,8.36,F,61454,40.6761,-91.0391,725,Environmental consultant,41.311823,-91.495265,0
368,grocery_pos,22.36,M,7747,40.4109,-74.238,30770,Drilling engineer,40.023364,-75.003462,0
369,grocery_net,51.48,M,45698,39.283,-82.3977,341,Accounting technician,39.912798,-82.589821,0
370,gas_transport,37.24,M,70056,29.8872,-90.0331,55581,Biomedical scientist,29.350103,-90.098861,0
371,kids_pets,1.57,M,52572,40.6866,-92.6833,1132,Probation officer,41.280811,-92.664478,0
372,shopping_pos,5.52,F,73564,34.847,-98.9836,551,Amenity horticulturist,35.101611,-98.930209,0
373,home,64.81,M,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,35.427369,-105.944699,0
374,entertainment,207.16,F,85020,33.5623,-112.0559,1312922,Contractor,32.907107,-112.753904,0
375,home,9.57,M,26237,38.8564,-80.158,571,Accounting technician,38.954208,-80.056138,0
376,entertainment,78.08,M,63388,38.8874,-91.7689,710,Glass blower/designer,38.918434,-91.28341,0
377,entertainment,48.94,F,88355,33.3305,-105.6933,8874,Licensed conveyancer,34.183989,-106.02637,0
378,entertainment,132.32,M,46723,41.229,-85.3244,7692,"Research officer, trade union",41.383608,-85.765294,0
379,shopping_pos,2.99,F,38740,34.047,-90.7652,466,Trading standards officer,34.594931,-91.54262,0
380,personal_care,159.23,M,96038,41.6125,-122.5258,589,Systems analyst,40.762596,-121.829232,0
381,grocery_pos,110.88,M,70531,30.251,-92.5002,1261,Broadcast presenter,29.252206,-92.243848,0
382,misc_pos,56.58,F,27522,36.1124,-78.6476,12335,Chief Strategy Officer,35.726345,-79.317361,0
383,grocery_pos,96.75,F,82221,41.6423,-104.1974,635,Product/process development scientist,40.759535,-105.105209,0
384,grocery_pos,87.92,M,15480,39.9961,-79.7678,1946,Charity fundraiser,40.525532,-80.164944,0
385,kids_pets,31.42,M,28423,34.3091,-78.3372,2290,"Engineer, biomedical",34.266431,-79.231918,0
386,misc_pos,32.48,M,45808,40.8314,-83.9758,349,Museum/gallery conservator,41.672601,-83.938243,0
387,home,84.19,M,80436,39.7532,-105.6356,565,Mental health nurse,39.121438,-104.855651,0
388,grocery_pos,114.59,F,1257,42.1001,-73.3611,2121,Radio producer,42.779575,-73.680215,0
389,entertainment,43.45,M,22311,38.832,-77.12,321490,"Scientist, biomedical",38.125064,-77.754425,0
390,food_dining,23.53,F,13615,44.0577,-76.0196,1271,"Producer, radio",44.880671,-75.989721,0
391,kids_pets,110.91,F,54981,44.3481,-89.1101,15426,"Engineer, civil (contracting)",44.623988,-88.606126,0
392,home,30.03,F,75092,33.6372,-96.6184,46563,Systems developer,34.590869,-96.756378,0
393,grocery_net,46.81,F,26292,39.1505,-79.503,836,Forensic psychologist,39.334829,-79.405984,0
394,grocery_pos,128.31,F,97014,45.671,-121.8686,1288,Barrister,45.637768,-121.750727,0
395,entertainment,3.61,M,7208,40.6747,-74.2239,124967,Operational researcher,41.033671,-73.534599,0
396,personal_care,12.18,M,47434,39.013,-86.5457,76,Social researcher,39.06125,-87.372093,0
397,health_fitness,51.85,F,56592,47.5375,-95.9941,516,Applications developer,48.16375,-95.992498,0
398,home,94.81,F,46254,39.849,-86.272,910148,Firefighter,40.087675,-85.429868,0
399,kids_pets,34.18,F,44233,41.2419,-81.7453,7646,Medical sales representative,40.631855,-81.812977,0
400,entertainment,77.41,F,83646,43.6498,-116.4306,84106,Intelligence analyst,42.991744,-116.469957,0
401,home,11.72,F,14510,42.6835,-77.8664,4895,Acupuncturist,41.711275,-77.466849,0
402,shopping_pos,5.24,M,49632,44.2529,-85.017,1126,Furniture designer,43.760338,-85.824264,0
403,shopping_net,23.1,F,48438,42.9147,-83.4845,6951,Learning disability nurse,43.908826,-83.471204,0
404,gas_transport,79.47,M,68641,41.6964,-96.9858,1063,Research scientist (maths),41.385026,-96.673018,0
405,home,96.88,M,65680,36.6704,-93.0377,1201,"Engineer, agricultural",37.368902,-93.799017,0
406,food_dining,69.2,M,64659,39.7795,-93.3014,964,Tourist information centre manager,39.229315,-93.957797,0
407,personal_care,10.26,M,20012,38.9757,-77.0282,601723,"Optician, dispensing",38.837758,-76.232893,0
408,travel,9.93,F,82901,41.606,-109.23,27971,Music therapist,41.730227,-108.895754,0
409,shopping_net,36.28,M,22853,38.6476,-78.7717,4367,Waste management officer,39.447058,-77.924876,0
410,misc_pos,37.58,M,49629,44.8955,-85.4082,2223,Chief Financial Officer,45.554755,-86.39124,0
411,gas_transport,43.34,M,68463,40.8731,-96.1528,1517,Dealer,40.404076,-95.301078,0
412,kids_pets,40.64,M,70726,30.459,-90.9027,71335,Herbalist,30.58573,-91.675637,0
413,kids_pets,24.59,F,13647,44.6087,-74.9732,69,Chief Executive Officer,44.10217,-75.320458,0
414,gas_transport,72.43,F,6782,41.6611,-73.0449,2376,Herpetologist,42.458746,-73.83489,0
415,home,6.18,F,50312,41.5855,-93.6719,222785,Wellsite geologist,40.93306,-93.383209,0
416,entertainment,30.55,M,39665,31.6453,-90.1801,1196,"Librarian, academic",31.727901,-89.271073,0
417,health_fitness,4.5,M,87035,34.9889,-106.0609,7268,"Therapist, art",35.986519,-106.013624,0
418,health_fitness,74.03,M,40914,37.1046,-83.5706,467,"Psychologist, forensic",36.316604,-84.428262,0
419,personal_care,18.65,F,29320,34.9572,-81.9916,530,Animal technologist,35.808686,-81.457581,0
420,misc_net,2.58,M,44857,41.2403,-82.6078,23805,Copy,40.745001,-82.247912,0
421,shopping_net,8.16,M,53061,43.9446,-88.0911,5196,Child psychotherapist,43.088645,-88.932703,0
422,shopping_net,9.91,F,48193,42.1782,-83.2461,15623,Writer,42.813724,-82.466461,0
423,shopping_net,1.89,M,24983,37.5802,-80.5248,2443,Chartered public finance accountant,37.659206,-80.76094,0
424,grocery_pos,102.94,F,23850,37.1349,-77.7364,1051,Chief Operating Officer,37.765306,-77.07861,0
425,health_fitness,72.95,M,82936,41.0552,-110.1603,49,Research scientist (physical sciences),41.225077,-110.356564,0
426,grocery_net,84.89,F,33510,27.9551,-82.2966,79613,Environmental consultant,28.072483,-81.872738,0
427,travel,516.52,M,79063,34.5444,-102.1069,686,Petroleum engineer,34.930452,-102.194513,0
428,food_dining,149.08,F,75703,32.2768,-95.3031,144160,Sports development officer,32.039678,-95.960911,0
429,entertainment,18.25,M,71762,33.3398,-92.7442,2501,Financial adviser,34.250705,-92.926283,0
430,shopping_net,107.32,M,21087,39.4558,-76.4147,5451,Science writer,39.350464,-75.841604,0
431,shopping_net,56.82,M,35764,34.7031,-86.3068,653,Paediatric nurse,35.160457,-85.647581,0
432,shopping_pos,5.7,M,28314,35.0583,-79.008,238602,"Scientist, research (maths)",35.134465,-78.380815,0
433,food_dining,38.18,F,37663,36.4715,-82.4834,87124,Warden/ranger,35.482012,-82.371113,0
434,gas_transport,93.86,F,65072,38.2911,-92.7059,1847,Tax inspector,39.234679,-93.364821,0
435,home,28.97,M,39439,31.882,-88.9981,4573,"Exhibitions officer, museum/gallery",31.660744,-89.247038,0
436,gas_transport,38.25,F,54981,44.3481,-89.1101,15426,"Engineer, civil (contracting)",44.364467,-88.18533,0
437,entertainment,118.97,F,33872,27.4703,-81.4872,50835,Environmental consultant,28.363033,-80.944535,0
438,kids_pets,123.58,M,4287,44.0575,-69.9656,3224,"Engineer, electronics",44.456865,-69.677692,0
439,home,65.88,F,29939,32.6786,-81.2455,302,Magazine features editor,32.815941,-81.822484,0
440,grocery_pos,184.3,F,75662,32.3836,-94.8653,24536,Multimedia programmer,32.090433,-94.997008,0
441,food_dining,31.77,F,72047,35.2087,-92.2123,969,"Physicist, medical",35.079841,-92.860527,0
442,personal_care,76.32,M,45698,39.283,-82.3977,341,Accounting technician,40.119359,-82.511939,0
443,grocery_pos,84.53,F,50664,42.7012,-92.0762,53,Sports administrator,43.310678,-92.139332,0
444,grocery_pos,261.46,F,37932,35.9335,-84.1481,391389,"Designer, industrial/product",36.14176,-83.258544,0
445,gas_transport,56.66,M,29455,32.8357,-79.8217,20478,Materials engineer,32.577711,-80.663571,0
446,grocery_pos,59.44,M,37754,36.115,-84.0438,4729,"Geologist, wellsite",35.898021,-83.197573,0
447,food_dining,3.7,M,40077,38.4921,-85.4524,564,Pensions consultant,39.14146,-86.119187,0
448,kids_pets,63.07,F,40820,36.7558,-83.1838,581,"Psychologist, counselling",36.13823,-82.852017,0
449,kids_pets,36.66,F,75092,33.6372,-96.6184,46563,Systems developer,33.58887,-96.934595,0
450,shopping_net,1.34,M,97033,45.0838,-120.6649,60,Museum education officer,44.908962,-120.850116,0
451,personal_care,17.84,F,13316,43.3392,-75.7543,6460,Building control surveyor,43.427361,-75.889471,0
452,kids_pets,12.47,F,44265,41.0109,-81.2977,51,Mechanical engineer,40.548365,-82.064785,0
453,gas_transport,65.9,M,56379,45.604,-94.1591,16163,Hydrographic surveyor,46.015195,-93.715562,0
454,gas_transport,41.38,F,98238,48.34,-122.3456,85,"Research officer, political party",48.892568,-121.47255,0
455,shopping_pos,1.48,F,37932,35.9335,-84.1481,391389,"Designer, industrial/product",35.514013,-83.16497,0
456,grocery_net,46.96,M,3905,43.0976,-70.7121,1780,Broadcast engineer,42.21629,-71.016006,0
457,gas_transport,64.91,F,14816,42.1939,-76.7361,520,Psychotherapist,42.021221,-76.093854,0
458,grocery_pos,135.59,M,52572,40.6866,-92.6833,1132,Probation officer,41.667609,-93.139956,0
459,travel,6.69,F,40336,37.6858,-83.9862,13061,"Editor, magazine features",37.338764,-84.011761,0
460,shopping_pos,104.63,F,94015,37.6787,-122.478,107941,"Buyer, industrial",37.259052,-121.805059,0
461,health_fitness,33.01,F,21102,39.6747,-76.8941,11751,Clinical research associate,39.876596,-76.472164,0
462,grocery_pos,103.8,F,47451,38.8938,-86.5246,1228,Counsellor,38.988818,-87.239206,0
463,home,56.19,F,13342,42.6315,-75.1866,165,Naval architect,42.549972,-75.40368,0
464,gas_transport,55.48,M,21750,39.6991,-78.1762,3766,Press photographer,40.340008,-77.525587,0
465,gas_transport,79.99,M,52576,41.2001,-92.1354,568,Commercial horticulturist,40.30242,-92.668355,0
466,shopping_pos,4.2,M,68403,40.9207,-96.168,206,Human resources officer,40.465222,-95.626586,0
467,health_fitness,74.25,M,49632,44.2529,-85.017,1126,Furniture designer,44.770168,-85.719244,0
468,shopping_pos,1.58,F,68031,41.6414,-96.5232,1745,"Engineer, automotive",41.1264,-96.450009,0
469,grocery_pos,50.08,M,10463,40.8798,-73.9067,1382480,"Therapist, drama",41.343207,-74.251014,0
470,grocery_pos,80.22,F,40820,36.7558,-83.1838,581,"Psychologist, counselling",36.170849,-82.399881,0
